::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:50:04 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:02 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:02 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:08 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:08 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:08 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:08 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:09 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:10 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:11 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:11 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:11 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:11 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:11 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:11 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:11 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:11 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:12 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:13 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:14 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:14 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:14 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:14 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:14 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
::1 - - [10/Oct/2017:09:51:26 +0000] "POST /coopevents HTTP/1.0" 200 - "-" "Python-urllib/1.17"
